"","name1","addr1","phone1"
"2444","남구희망 (제3)"," 대구 남구 대명로 34 ","053-264-2008"
"2445","계명 (본점)"," 대구 남구 현충로 222 ","053-626-0651"
"2446","대명8동 (본점)"," 대구 남구 중앙대로42길 46-2 ","053-476-8001"
"2447","구일 (본점)"," 대구 남구 큰골길 2 ","053-651-6100"
"2448","구일 (대명1동)"," 대구 남구 장전3길 89 ","053-624-8854"
"2449","수성중앙 (본점)"," 대구 수성구 범어천로 134 ","053-755-1966"
"2450","수성중앙 (궁전)"," 대구 수성구 동대구로 268 ","053-754-2442"
"2451","수성중앙 (고산)"," 대구 수성구 달구벌대로 3248 ","053-793-5101"
"2452","수성중앙 (시지)"," 대구 수성구 노변공원로 27 ","053-793-5104"
"2453","청구로 (본점)"," 대구 수성구 들안로 386-9 ","053-755-9110"
"2454","청구로 (제1)"," 대구 수성구 범어천로 178 ","053-755-6363"
"2455","대원 (본점)"," 대구 수성구 공경로 59 ","053-743-7816"
"2456","대원 (제1)"," 대구 수성구 화랑로40길 24 ","053-941-6010"
"2457","대원 (제2)"," 대구 수성구 동대구로73길 36 ","053-755-2814"
"2458","대원 (제3)"," 대구 수성구 국채보상로 932 ","053-755-5637"
"2459","남부 (본점)"," 대구 수성구 교학로 27 ","053-741-9006"
"2460","남부 (만촌2동)"," 대구 수성구 만촌로 43 ","053-742-7061"
"2461","남부 (만촌3동)"," 대구 수성구 달구벌대로 2604 ","053-742-2736"
"2462","수성1가 (본점)"," 대구 수성구 수성로 363 ","053-755-1830"
"2463","수성1가 (제1)"," 대구 수성구 명덕로76길 77 ","053-763-0165"
"2464","수성 (본점)"," 대구 수성구 들안로 300 ","053-751-7117"
"2465","수성 (수성로)"," 대구 수성구 수성로 300-1 ","053-766-7117"
"2466","중동 (본점)"," 대구 수성구 수성로 207 ","053-763-8983"
"2467","상동 (본점)"," 대구 수성구 상화로 31-2 ","053-765-6836"
"2468","지범 (본점)"," 대구 수성구 지범로29길 8 ","053-783-6152"
"2469","지범 (범물)"," 대구 수성구 지범로 257 ","053-784-6152"
"2470","두레 (본점)"," 대구 수성구 상화로 117 ","053-762-5530"
"2471","두레 (황금)"," 대구 수성구 범어천로 21 ","053-766-5787"
"2472","두레 (파동점)"," 대구 수성구 파동로 180-1 ","053-762-0206"
"2473","대구개인택시조합 (본점)"," 대구 수성구 무학로 203 ","053-764-0100"
"2474","가창 (본점)"," 대구 달성군 가창면 가창로 1101 ","053-768-0941"
"2475","화원 (본점)"," 대구 달성군 화원읍 비슬로 2576 ","053-632-0360"
"2476","화원 (영남)"," 대구 달성군 화원읍 화원로 11-1 ","053-634-0176"
"2477","화원 (설화명곡역)"," 대구 달성군 화원읍 비슬로 2488 ","053-631-3613"
"2478","옥포 (본점)"," 대구 달성군 옥포면 비슬로 2192 ","053-614-5512"
"2479","옥포 (보금자리)"," 대구 달성군 옥포면 돌미로 65 ","053-214-5511"
"2480","달성 (본점)"," 대구 달성군 논공읍 비슬로 1777 ","053-611-2857"
"2481","달성 (공단)"," 대구 달성군 논공읍 논공중앙로 136 ","053-615-5229"
"2482","현풍 (본점)"," 대구 달성군 현풍면 현풍중앙로 81 ","053-614-3217"
"2483","구지 (본점)"," 대구 달성군 구지면 창리로11길 58-7 ","053-614-5090"
"2484","유가 (본점)"," 대구 달성군 유가면 테크노중앙대로 254 ","053-611-7200"
"2485","다사 (본점)"," 대구 달성군 다사읍 달구벌대로 817 ","053-588-4800"
"2486","다사 (죽곡)"," 대구 달성군 다사읍 달구벌대로 873 ","053-593-4810"
"2487","다사 (세천)"," 대구 달성군 다사읍 세천로 161 ","053-581-5219"
"2488","평화그룹 (본점)"," 대구 달성군 논공읍 논공로 597 ","053-610-7281"
"2489","함양군 (본점)"," 경남 함양군 안의면 종로길 13-2 ","055-962-0011"
"2490","함양군 (용평)"," 경남 함양군 함양읍 용평4길 4 ","055-963-3698"
"2491","거창 (본점)"," 경남 거창군 거창읍 아림로 23 ","055-942-5657"
"2492","산청 (본점)"," 경남 산청군 산청읍 웅석봉로 19 ","055-972-4433"
"2493","강양 (본점)"," 경남 합천군 합천읍 ","055-934-2020"
"2494","하동 (본점)"," 경남 하동군 악양면 ","055-884-0777"
"2495","하동 (하동)"," 경남 하동군 하동읍 중앙로 57 ","055-883-7724"
"2496","LH (본점)"," 경남 진주시 충의로 19 ","055-922-3619"
"2497","망경 (본점)"," 경남 진주시 진주대로943번길 11 ","055-759-4060"
"2498","망경 (망경)"," 경남 진주시 망경남길 41-1 ","055-759-0029"
"2499","진주남부 (본점)"," 경남 진주시 진주대로 954 ","055-762-3000"
"2500","진주남부 (가호)"," 경남 진주시 가좌길74번길 8 ","055-762-3008"
"2501","제일 (본점)"," 경남 진주시 진양호로 451 ","055-748-1616"
"2502","제일 (초장)"," 경남 진주시 초북로 46 ","055-754-2111"
"2503","상봉 (본점)"," 경상남도 진주시 비봉로 81 ","055-742-8929"
"2504","서부 (본점)"," 경남 진주시 창렬로 126 ","055-741-9904"
"2505","서부 (상봉한주)"," 경남 진주시 진주대로1208번길 16 ","055-747-7710"
"2506","중앙 (본점)"," 경상남도 진주시 장대로15번길 5 ","055-745-5022"
"2507","중앙 (장대)"," 경남 진주시 장대로43번길 12-1 ","055-745-5033"
"2508","동진주 (본점)"," 경남 진주시 솔밭로 91 ","055-755-1926"
"2509","동진주 (상평)"," 경남 진주시 돗골로 88 ","055-753-9440"
"2510","동진주 (금산)"," 경남 진주시 금산면 금산로 99 ","055-761-7750"
"2511","동진주 (대곡)"," 경남 진주시 대곡면 남강로2438번길 55 ","055-744-2690"
"2512","동진주 (문산)"," 경남 진주시 문산읍 월아산로 1090 ","055-761-5379"
"2513","신평 (본점)"," 경남 진주시 진양호로 234 ","055-746-8580"
"2514","신평 (운동장)"," 경남 진주시 석갑로 139 ","055-745-8580"
"2515","신평 (평거)"," 경남 진주시 남강로309번길 20 ","055-746-8783"
"2516","신평 (신안)"," 경남 진주시 평거로 162 ","055-747-8580"
"2517","서진주 (본점)"," 경상남도 진주시 진양호로 113 ","055-748-9983"
"2518","서진주 (판문동)"," 경남 진주시 판문로 5 ","055-746-4230"
"2519","진주동부 (본점)"," 경남 진주시 대신로457번길 12-2 ","055-756-2805"
"2520","진주동부 (하대)"," 경남 진주시 대신로 367 ","055-756-2810"
"2521","진주동부 (공단)"," 경남 진주시 도동로171번길 22 ","055-756-2815"
"2522","진주동부 (도동)"," 경남 진주시 도동로 244 ","055-756-2820"
"2523","새진주 (본점)"," 경남 진주시 도동천로 101-7 ","055-752-7568"
"2524","새진주 (가호)"," 경남 진주시 강변길 5 ","055-763-9797"
"2525","봉곡 (본점)"," 경남 진주시 진주성로 47 ","055-741-5348"
"2526","봉곡 (봉곡)"," 경남 진주시 진주대로 1193 ","055-745-7555"
"2527","봉곡 (이현)"," 경남 진주시 서장대로 271 ","055-746-5303"
"2528","진주중앙 (본점)"," 경남 진주시 중앙시장길 15-16 ","055-743-1277"
"2529","진주중앙 (중앙)"," 경남 진주시 진주대로 1070 ","055-745-3877"
"2530","시민 (본점)"," 경상남도 진주시 촉석로 181 ","055-745-2250"
"2531","시민 (촉석)"," 경남 진주시 진양호로 532 ","055-741-1658"
"2532","참좋은 (본점)"," 경남 진주시 진산로 5 ","055-748-0180"
"2533","참좋은 (봉수지점)"," 경남 진주시 향교로 15 ","055-742-9961"
"2534","참좋은 (옥봉지점)"," 경남 진주시 옥봉길9번길 2 ","055-745-0325"
"2535","의령정암 (본점)"," 경남 의령군 의령읍 의병로 221 ","055-573-3357"
"2536","함안 (본점)"," 경남 함안군 가야읍 ","055-583-8005"
"2537","동창원 (창녕경화)"," 경남 창녕군 창녕읍 명덕로 9-2 ","055-533-1815"
"2538","새남해 (본점)"," 경남 남해군 이동면 무림로 70-1 ","055-862-6543"
"2539","새남해 (남면)"," 경남 남해군 남면 남서대로 784 ","055-863-5977"
"2540","새남해 (화계)"," 경남 남해군 이동면 남서대로 196 ","055-862-5215"
"2541","새남해 (동남해)"," 경남 남해군 삼동면 동부대로1876번가길 1 ","055-867-0621"
"2542","미송 (본점)"," 경남 남해군 미조면 미조로236번길 21-5 ","055-867-6969"
"2543","미송 (상주)"," 경남 남해군 상주면 남해대로 693 ","055-863-3339"
"2544","미송 (삼동)"," 경남 남해군 삼동면 동부대로 1289 ","055-867-1801"
"2545","미송 (남해읍)"," 경남 남해군 남해읍 화전로 65-10 ","055-863-2332"
"2546","미송 (시장)"," 경남 남해군 남해읍 화전로96번가길 3-2 ","055-863-1565"
"2547","창선 (본점)"," 경상남도 남해군 창선면 창선로 81 ","055-867-3588"
"2548","사천 (본점)"," 경남 사천시 사천읍 평화2길 47 ","055-852-2904"
"2549","사남 (본점)"," 경남 사천시 사남면 ","055-854-5713"
"2550","삼천포 (본점)"," 경남 사천시 서부시장길 61 ","055-835-0131"
"2551","삼천포 (선구)"," 경남 사천시 건어시장길 27 ","055-835-1602"
"2552","노산 (본점)"," 경남 사천시 주공로 27 ","055-833-3600"
"2553","노산 (대방)"," 경남 사천시 각산로 169 ","055-832-5262"
"2554","한국항공우주산업㈜ (본점)"," 경남 사천시 사남면유천리한국항공우주산업 ","055-851-1383"
"2555","고성 (본점)"," 경남 고성군 고성읍 중앙로43번길 8-1 ","055-674-6801"
"2556","고성 (성내(기독교))"," 경남 고성군 고성읍 성내로 139 ","055-672-4091"
"2557","새고성 (본점)"," 경남 고성군 거류면 거류로 673 ","055-672-2113"
"2558","새고성 (용산)"," 경남 고성군 거류면 용산3길 49-2 ","055-672-8701"
"2559","새고성 (회화)"," 경남 고성군 회화면 배둔로 28-1 ","055-673-7201"
"2560","새고성 (동해)"," 경남 고성군 동해면 장기3길 116 ","055-672-5539"
"2561","하이트맥주 (3)"," 경남 창원시 마산회원구 3<U+30FB>15성역로 8 ","055-250-8158"
"2562","반월중앙 (본점)"," 경남 창원시 마산합포구 3<U+30FB>15대로 169 ","055-245-2161"
"2563","반월중앙 (완월)"," 경남 창원시 마산합포구 고운로 168 ","055-243-0338"
"2564","가고파 (본점)"," 경남 창원시 마산합포구 합포로 225 ","055-241-5056"
"2565","가고파 (해운동)"," 경남 창원시 마산합포구 3<U+30FB>15대로 1 ","055-247-3322"
"2566","서부 (본점)"," 경남 창원시 마산회원구 회성시장1길 5 ","055-294-9333"
"2567","서부 (내서)"," 경남 창원시 마산회원구 내서읍 광려천동로 21 ","055-232-6940"
"2568","서부 (삼계)"," 경남 창원시 마산회원구 내서읍 삼계로 53 ","055-232-9085"
"2569","동부 (본점)"," 경남 창원시 마산회원구 양덕북2길 8 ","055-292-3058"
"2570","동부 (회원)"," 경남 창원시 마산회원구 북성로 127 ","055-243-3058"
"2571","동부 (합성)"," 경남 창원시 마산회원구 합성남2길 53 ","055-299-1125"
"2572","마산 (본점)"," 경남 창원시 마산회원구 양덕동2길 22 ","055-256-0607"
"2573","마산 (한일)"," 경남 창원시 마산회원구 산호천동길 100 ","055-296-7012"
"2574","석전 (본점)"," 경남 창원시 마산회원구 삼호로 231 ","055-251-3341"
"2575","마산남부 (본점)"," 경남 창원시 마산합포구 진동면 삼진의거대로 618 ","055-271-3390"
"2576","마산남부 (수정)"," 경남 창원시 마산합포구 구산면 구산로 547 ","055-222-0458"
"2577","삼성창원병원 (본점)"," 경남 창원시 마산회원구 팔용로 158 ","055-233-8650"
"2578","진해 (본점)"," 경남 창원시 진해구 충장로 130 ","055-544-7123"
"2579","진해 (중앙)"," 경남 창원시 진해구 백구로 4-1 ","055-544-3517"
"2580","진해 (용원)"," 경남 창원시 진해구 안청남로 34 ","055-542-7121"
"2581","새진해 (본점)"," 경남 창원시 진해구 충장로 299 ","055-551-0311"
"2582","새진해 (석동)"," 경남 창원시 진해구 석동로 59 ","055-551-0740"
"2583","새진해 (마린푸르지오)"," 경남 창원시 진해구 충장로657번길 35 ","055-551-0314"
"2584","중부 (본점)"," 경남 창원시 마산합포구 합포로 79-1 ","055-247-9693"
"2585","중부 (합포)"," 경남 창원시 마산합포구 합포동5길 22 ","055-247-7742"
"2586","중부 (어시장)"," 경남 창원시 마산합포구 어시장7길 41 ","055-246-0220"
"2587","동마산 (본점)"," 경남 창원시 마산회원구 3<U+30FB>15대로 787 ","055-255-1101"
"2588","동마산 (구암)"," 경남 창원시 마산회원구 구암서2길 70 ","055-295-4670"
"2589","동마산 (3.15)"," 경남 창원시 마산회원구 구암북10길 26 ","055-294-8667"
"2590","지귀동 (본점)"," 경남 창원시 의창구 창이대로197번길 10-7 ","055-238-4492"
"2591","지귀동 (명곡)"," 경남 창원시 의창구 원이대로189번길 34 ","055-238-2086"
"2592","지귀동 (봉곡)"," 경남 창원시 의창구 봉곡로111번길 5 ","055-237-7131"
"2593","반송 (본점)"," 경남 창원시 성산구 반송로 148-18 ","055-262-8680"
"2594","반송 (반지)"," 경남 창원시 성산구 원이대로393번길 31 ","055-276-8683"
"2595","반송 (내동)"," 경남 창원시 성산구 연덕로184번길 35 ","055-262-6365"
"2596","반송 (용호)"," 경남 창원시 의창구 용지로153번길 12 ","055-285-1346"
"2597","반송 (사파)"," 경남 창원시 성산구 동산로 162 ","055-267-3555"
"2598","남창원 (본점)"," 경남 창원시 의창구 대원동 ","055-273-1617"
"2599","남창원 (팔용)"," 경남 창원시 의창구 팔용로 438 ","055-251-1610"
"2600","남창원 (성주)"," 경남 창원시 성산구 대암로 247 ","055-273-1677"
"2601","창원중앙 (본점)"," 경남 창원시 성산구 마디미로 28 ","055-285-4441"
"2602","창원중앙 (안민)"," 경남 창원시 성산구 안민안길 28 ","055-275-4441"
"2603","창원중앙 (중앙)"," 경남 창원시 성산구 용지로113번길 25 ","055-284-4441"
"2604","양곡 (본점)"," 경남 창원시 성산구 신촌로 108 ","055-286-0221"
"2605","양곡 (대림)"," 경남 창원시 성산구 공단로 52 ","055-286-4221"
"2606","창원 (본점)"," 경남 창원시 성산구 상남로58번길 27 ","055-263-6800"
"2607","창원 (제일)"," 경남 창원시 의창구 원이대로 663 ","055-263-6802"
"2608","창원 (신월)"," 경남 창원시 의창구 신월로 42 ","055-263-6801"
"2609","동창원 (본점)"," 경남 창원시 의창구 동읍 용잠로 14-1 ","055-291-2970"
"2610","동창원 (자여)"," 경남 창원시 의창구 동읍 용정길46번길 32-1 ","055-291-3582"
"2611","현대로템 (본점)"," 경남 창원시 의창구 창원대로 488 ","055-269-2832"
"2612","셰플러코리아(유)직장 (본점)"," 경남 창원시 성산구 삼동로 90 ","055-280-8615"
"2613","S&T중공업(주) (본점)"," 경남 창원시 성산구 남면로 599 ","055-280-5131"
"2614","S&T중공업(주) (외동)"," 경남 창원시 성산구 창원대로 780 ","055-280-5908"
"2615","테크윈 (본점)"," 경남 창원시 성산구 창원대로 1204 ","055-260-2284"
"2616","하나 (본점)"," 경남 창원시 성산구 웅남로 726 ","070-4761-0155"
"2617","중우 (본점)"," 경남 창원시 성산구 공단로 69 ","055-260-6038"
"2618","두산중공업㈜ (본점)"," 경남 창원시 성산구 두산볼보로 22 ","055-278-7155"
"2619","볼보건설기계코리아㈜ (본점)"," 경남 창원시 성산구 두산볼보로 160 ","055-260-7157"
"2620","주식회사효성 (본점)"," 경남 창원시 성산구 연덕로 171 ","055-268-9086"
"2621","한국지엠 (본점)"," 경남 창원시 성산구 창원대로 1124 ","055-269-1115"
"2622","벧엘 (본점)"," 경남 창원시 성산구 원이대로863번길 28 ","055-284-4111"
"2623","벧엘 (가음정)"," 경남 창원시 성산구 가음정로43번길 22 ","055-261-4111"
"2624","벧엘 (대방)"," 경남 창원시 성산구 가양로124번길 11-7 ","055-281-4111"
"2625","의창 (본점)"," 경남 창원시 의창구 도계로 61 ","055-277-2530"
"2626","의창 (소답)"," 경남 창원시 의창구 읍성로 55 ","055-252-0088"
"2627","의창 (감계)"," 경남 창원시 의창구 북면 감계로 306 ","055-291-3530"
"2628","의창 (소계)"," 경남 창원시 의창구 소계로 93-1 ","055-299-8477"
"2629","의창 (중동)"," 경남 창원시 의창구 남산로115번길 81 ","055-299-8480"
"2630","밀양 (본점)"," 경남 밀양시 중앙로 401 ","055-351-3020"
"2631","밀양 (무안)"," 경남 밀양시 무안면 사명로 504-2 ","055-353-2600"
"2632","밀양 (삼랑진)"," 경남 밀양시 삼랑진읍 천태로 53 ","055-353-4007"
"2633","밀양 (삼문)"," 경남 밀양시 삼문중앙로 18 ","055-351-3051"
"2634","밀양중앙 (본점)"," 경남 밀양시 상남면 밀양대로 1503 ","055-354-4072"
"2635","밀양중앙 (하남)"," 경남 밀양시 하남읍 수산중앙로 84 ","055-391-3005"
"2636","밀양중앙 (수산)"," 경남 밀양시 하남읍 수산중앙로 27 ","055-391-6886"
"2637","밀양중앙 (삼문)"," 경남 밀양시 미리벌중앙로8길 2 ","055-353-4356"
"2638","도천 (본점)"," 경남 통영시 중앙로 36 ","055-648-1155"
"2639","도천 (당동)"," 경남 통영시 판데3길 2 ","055-644-2625"
"2640","도천 (도천서호)"," 경남 통영시 새터길 72 ","055-645-2000"
"2641","도천 (도천명정)"," 경남 통영시 충렬로 43 ","055-643-2656"
"2642","동통영 (본점)"," 경남 통영시 통영해안로 412 ","055-648-4065"
"2643","동통영 (정량)"," 경남 통영시 정량안길 5 ","055-641-0641"
"2644","동통영 (동호)"," 경남 통영시 해송정1길 15 ","055-645-9847"
"2645","새통영 (본점)"," 경남 통영시 북신로 37-1 ","055-644-7751"
"2646","새통영 (무전)"," 경남 통영시 안개2길 6 ","055-646-8851"
"2647","새통영 (북신)"," 경남 통영시 북신시장1길 19 ","055-641-6651"
"2648","새통영 (신전)"," 경남 통영시 무전6길 22-65 ","055-649-5561"
"2649","새통영 (죽림)"," 경남 통영시 광도면 죽림1로 41-55 ","055-649-6651"
"2650","도봉 (본점)"," 경남 통영시 도남로 181 ","055-641-3214"
"2651","도봉 (봉평)"," 경남 통영시 도남로 139 ","055-648-3212"
"2652","성심 (본점)"," 경상남도 통영시 중앙시장4길 5-10 ","055-648-1373"
"2653","성심 (중앙)"," 경남 통영시 통영해안로 343 ","055-643-1373"
"2654","미륵도 (본점)"," 경남 통영시 미수로 102 ","055-644-2800"
"2655","미륵도 (인평)"," 경남 통영시 평인일주로 56 ","055-641-2232"
"2656","미륵도 (미수)"," 경남 통영시 미우지해안로 17 ","055-642-2801"
"2657","미륵도 (봉평)"," 경남 통영시 도남로 92 ","055-642-4406"
"2658","미륵도 (죽림)"," 경남 통영시 광도면 죽림4로 8 ","055-649-8929"
"2659","통영중앙 (본점)"," 경남 통영시 동문로 9-1 ","055-648-6660"
"2660","통영중앙 (중앙)"," 경남 통영시 중앙로 150-1 ","055-646-2131"
"2661","능포 (본점)"," 경남 거제시 옥수로1길 3 ","055-681-5775"
"2662","능포 (능포)"," 경남 거제시 능포로 241 ","055-681-5115"
"2663","옥포 (본점)"," 경남 거제시 옥포대첩로4길 32 ","055-687-2814"
"2664","거제 (본점)"," 경남 거제시 거제중앙로 1859-1 ","055-632-0304"
"2665","거제 (상동)"," 경남 거제시 계룡로 6 ","055-633-4581"
"2666","거제 (산달)"," 경남 거제시 거제면 산달길 13-6 ","055-633-1619"
"2667","대우조선해양㈜ (본점)"," 경남 거제시 아주동 ","055-735-1034"
"2668","대우조선해양㈜ (느태)"," 경남 거제시 아주동 대우조선해양(주) ","055-735-1040"
"2669","대우조선해양㈜ (오션플라자)"," 경남 거제시 옥포동 ","055-735-1057"
"2670","삼성중공업㈜ (본점)"," 경남 거제시 장평3로 80 ","055-630-4921"
"2671","삼성중공업㈜ (3도크)"," 경남 거제시 장평3로 80 ","055-630-4918"
"2672","삼성중공업㈜ (사우매장)"," 경남 거제시 장평3로 75 ","055-630-4913"
"2673","김해중앙 (본점)"," 경남 김해시 호계로499번길 11-2 ","055-333-5810"
"2674","남김해 (본점)"," 경남 김해시 분성로 293 ","055-335-5001"
"2675","남김해 (봉황)"," 경남 김해시 김해대로2325번길 17 ","055-334-7581"
"2676","남김해 (장유)"," 경남 김해시 계동로 15 ","055-312-6868"
"2677","부원 (본점)"," 경남 김해시 김해대로2355번길 25 ","055-333-1044"
"2678","부원 (남산)"," 경남 김해시 호계로438번길 15 ","055-325-1048"
"2679","부원 (진영)"," 경상남도 김해시 진영읍 여래로 22 ","055-343-9700"
"2680","서김해 (본점)"," 경남 김해시 금관대로 1294 ","055-336-0790"
"2681","서김해 (외동)"," 경남 김해시 평전로 27 ","055-336-0792"
"2682","서김해 (경원)"," 경남 김해시 내외중앙로 28 ","055-324-5583"
"2683","서김해 (중앙)"," 경남 김해시 내외로 79 ","055-329-4535"
"2684","서김해 (율하)"," 경남 김해시 율하3로 81 ","055-325-0792"
"2685","서부 (본점)"," 경남 김해시 전하로208번길 58 ","055-333-8100"
"2686","서부 (장유)"," 경남 김해시 능동로155번길 10-15 ","055-312-9200"
"2687","동김해 (본점)"," 경남 김해시 분성로627번길 10 ","055-334-3632"
"2688","동김해 (삼방)"," 경남 김해시 삼안로 232 ","055-335-5287"
"2689","새김해 (본점)"," 경남 김해시 분성로727번길 11 ","055-325-8606"
"2690","새김해 (새김해)"," 경남 김해시 식만로 389-4 ","055-333-1154"
"2691","북김해 (본점)"," 경남 김해시 해반천로 154 ","055-333-5248"
"2692","북김해 (구산)"," 경남 김해시 가락로 246 ","055-322-4455"
"2693","북김해 (연지)"," 경남 김해시 김해대로1902번길 63 ","055-325-2656"
"2694","활천 (본점)"," 경남 김해시 김해대로2491번길 47 ","055-332-3950"
"2695","활천 (어방)"," 경남 김해시 인제로 163 ","055-337-8377"
"2696","칠산 (본점)"," 경남 김해시 칠산로425번길 14-10 ","055-323-2777"
"2697","칠산 (장유)"," 경남 김해시 대청로 125 ","055-312-2776"
"2698","부산대학교병원 (양산)"," 경남 양산시 물금읍 금오로 20 ","055-365-7861"
"2699","양산 (본점)"," 경남 양산시 북안남4길 7-35 ","055-384-2901"
"2700","양산 (교동)"," 경남 양산시 회현1길 5 ","055-384-2904"
"2701","양산 (산막동)"," 경남 양산시 양산대로 1158 ","055-389-2906"
"2702","양산 (삼성동)"," 경남 양산시 신기서길 18 ","055-389-0220"
"2703","양산 (청운)"," 경남 양산시 물금읍 청운로 350 ","055-384-2905"
"2704","물금 (본점)"," 경남 양산시 물금읍 물금로 96-35 ","055-384-8811"
"2705","물금 (신도시)"," 경남 양산시 양주로 154 ","055-384-8817"
"2706","물금 (가촌)"," 경남 양산시 물금읍 새실로 159 ","055-381-8811"
"2707","물금 (양주동)"," 경남 양산시 양주로 94 ","055-383-8813"
"2708","물금 (물금)"," 경남 양산시 물금읍 물금로 41 ","055-382-8815"
"2709","물금 (범어)"," 경남 양산시 물금읍 화합길 38 ","055-383-8811"
"2710","남양산 (본점)"," 경남 양산시 물금읍 야리로 106 ","055-382-3316"
"2711","남양산 (화합)"," 경남 양산시 물금읍 오봉로 181 ","055-382-3318"
"2712","남양산 (신도시)"," 경남 양산시 양주로 42 ","055-382-3315"
"2713","남양산 (가촌)"," 경남 양산시 물금읍 물금로 173 ","055-362-3313"
"2714","남양산 (범어)"," 경남 양산시 물금읍 황산로 663 ","055-382-3314"
"2715","남양산 (석산)"," 경남 양산시 동면 금오13길 20 ","055-387-3319"
"2716","상북 (본점)"," 경남 양산시 상북면 반회서6길 20 ","055-374-5691"
"2717","상북 (북정)"," 경남 양산시 북정중앙로 24 ","055-374-0691"
"2718","상북 (삼계)"," 경남 양산시 상북면 상북중앙로 407-1 ","055-374-0693"
"2719","상북 (동면)"," 경남 양산시 동면 석산3길 27 ","055-364-5691"
"2720","하북 (본점)"," 경남 양산시 하북면순지리 ","055-382-6674"
"2721","하북 (용연)"," 경남 양산시 하북면 ","055-374-6697"
"2722","웅상 (본점)"," 경남 양산시 서창서2길 2 ","055-385-2250"
"2723","웅상 (덕계)"," 경남 양산시 덕계로 81 ","055-372-2250"
"2724","웅상 (평산)"," 경남 양산시 평산로 40 ","055-381-2250"
"2725","웅상 (명동)"," 경남 양산시 대운로 167 ","055-385-2251"
"2726","삼성전기 (부산)"," 부산 강서구 녹산산업중로 333 ","051-970-7942"
"2727","부산화명 (본점)"," 부산 북구 와석장터로 8 ","051-333-0014"
"2728","부산화명 (수정)"," 부산 북구 금곡대로 230 ","051-338-0014"
"2729","부산화명 (대천)"," 부산 북구 양달로 64 ","051-343-0014"
"2730","부산화명 (신도시)"," 부산 북구 금곡대로303번길 25 ","051-364-0014"
"2731","부산화명 (롯데카이저)"," 부산 북구 금곡대로 166 ","051-365-0014"
"2732","부산화명 (e편한)"," 부산 북구 화명대로 68 ","051-363-0014"
"2733","북부산 (본점)"," 부산 북구 만덕대로 86 ","051-337-6111"
"2734","북부산 (남산정)"," 부산 북구 만덕대로 169 ","051-332-9178"
"2735","북부산 (덕천)"," 부산 북구 만덕대로28번길 10 ","051-343-2051"
"2736","북부산 (만덕)"," 부산 북구 만덕1로10번길 9 ","051-332-2127"
"2737","북부산 (금곡)"," 부산 북구 금곡대로616번길 83 ","051-362-4001"
"2738","북부산 (율리)"," 부산 북구 화명신도시로 234-1 ","051-361-8527"
"2739","구포 (본점)"," 부산 북구 시랑로 75 ","051-337-1661"
"2740","구포 (축산)"," 부산 북구 사상로583번길 25 ","051-301-7839"
"2741","구포 (구포시장)"," 부산 북구 백양대로 1191 ","051-343-6001"
"2742","구포 (구포3동)"," 부산 북구 시랑로 159 ","051-343-6004"
"2743","신만덕 (본점)"," 부산 북구 덕천로 301 ","051-343-2361"
"2744","신만덕 (제일지점)"," 부산 북구 덕천로234번길 5 ","051-343-2365"
"2745","새우리 (본점)"," 부산 금정구 서동로 109 ","051-523-1608"
"2746","새우리 (제1)"," 부산 금정구 서동로 78 ","051-523-9751"
"2747","서동 (본점)"," 부산 금정구 서동로 145-1 ","051-522-9300"
"2748","서동 (미로시장)"," 부산 금정구 서부로 31-1 ","051-529-8582"
"2749","서동 (문화센터)"," 부산 금정구 금사로 27 ","051-522-3134"
"2750","금사동 (본점)"," 부산 금정구 금사로 81 ","051-529-7114"
"2751","금사동 (회동)"," 부산 금정구 회천로 1 ","051-529-8114"
"2752","부곡동 (본점)"," 부산 금정구 부곡로 105 ","051-514-6701"
"2753","부곡동 (3동)"," 부산 금정구 무학송로 99 ","051-514-6704"
"2754","부곡동 (2동)"," 부산 금정구 무학송로 2-1 ","051-516-6030"
"2755","부곡동 (4동)"," 부산 금정구 동현로16번길 76 ","051-517-6704"
"2756","장전동 (본점)"," 부산 금정구 금정로 95 ","051-582-5345"
"2757","장전동 (1)"," 부산 금정구 금강로335번길 29 ","051-515-9191"
"2758","장전동 (2)"," 부산 금정구 금강로 202 ","051-513-1155"
"2759","장전동 (3)"," 부산 금정구 금정로 20 ","051-515-6900"
"2760","청룡동 (본점)"," 부산 금정구 청룡로 23-1 ","051-508-2241"
"2761","구서1동 (본점)"," 부산 금정구 구서로 6 ","051-514-4002"
"2762","구서1동 (두구)"," 부산 금정구 체육공원로 622 ","051-508-2900"
"2763","금성동 (본점)"," 부산 금정구 산성로 454 ","051-517-7800"
"2764","구서2동 (본점)"," 부산 금정구 금강로 568 ","051-512-4002"
"2765","금정 (본점)"," 부산 금정구 서동중심로 59-1 ","051-522-0333"
"2766","금정 (서2동)"," 부산 금정구 서동중심로 32 ","051-531-1691"
"2767","금정 (남산1)"," 부산 금정구 범어천로52번길 27 ","051-512-2210"
"2768","금정 (남산2)"," 부산 금정구 학산로 13 ","051-512-4851"
"2769","정관 (본점)"," 부산 기장군 정관읍 정관6로 46 ","051-727-2636"
"2770","기장 (본점)"," 부산 기장군 기장읍 차성로288번길 42 ","051-721-1150"
"2771","신앙촌 (본점)"," 부산 기장군 기장읍 죽성로 197 ","051-722-8448"
"2772","늘푸른사상 (본점)"," 부산 사상구 사상로 490 ","051-302-2015"
